pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,hwc
CoRoT-20 c,CoRoT-20,1,1,2,Radial Velocity,2018,1675.0,2.9,,,5403.11,17.0,Msini,0.6,,,,,,1.14,,,,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,15.613,14.63,0
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,2.72474,0.0417,14.572,1.3,718.2958,2.26,Mass,0.0,,,F8 IV,6200.0,1.95,1.29,0.0,[Fe/H],3.7,4.1,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,16.663,16.058,0
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,9.75598,0.092,4.88,0.435,12.2,0.038,Mass,0.077,,885.0,G3 V,5939.0,1.14,1.1,0.17,[Fe/H],4.36,3.3,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,14.74,13.82,0
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,3.6313,0.048,11.77,1.05,889.9,2.8,Mass,0.16,,1660.0,G0 V,5900.0,1.61,1.14,0.05,[Fe/H],4.3,7.2,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,16.727,15.675,0
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,5.1134,0.056,3.7,0.33,5.7,0.018,Mass,0.0,,1070.0,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],4.55,11.0,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.593,15.383,0
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,11.759,0.098,5.0,0.44,28.0,0.088,Mass,0.0,,850.0,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],4.55,11.0,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.593,15.383,0
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,4.86069,0.0578,12.11,1.08,85.81,0.27,Mass,0.0,,1330.0,F9,6040.0,1.19,1.09,-0.01,[Fe/H],4.31,4.5,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,15.896,14.79,0
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,4.20474,0.0526,14.12,1.26,165.26,0.52,Mass,0.0,,1600.0,G5,5590.0,1.79,1.09,0.01,[Fe/H],3.99,8.6,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,17.595,15.861,0
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,3.57532,0.0476,11.287,1.007,3302.11,10.39,Mass,0.065,,1500.0,G2,5900.0,1.08,1.05,-0.1,[M/H],4.4,4.21,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,17.117,15.774,0
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,5.20851,0.0603,10.705,0.955,153.82972,0.484,Mass,0.047,,,G8/9 IV,5150.0,1.78,1.01,0.15,[Fe/H],3.6,12.0,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,15.014,13.783,0
CoRoT-29 b,CoRoT-29,1,1,1,Transit,2015,2.85057,0.0386,10.088,0.9,270.1555,0.85,Mass,0.082,,,K0 V,5260.0,0.9,0.97,0.2,[Fe/H],4.3,4.5,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,16.588,15.408,0
CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,4.2568,,11.32,1.01,6883.91,21.66,Mass,0.0,,,F3 V,6740.0,1.56,1.37,,,4.22,2.2,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,14.118,13.448,0
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,9.06005,0.0844,11.31,1.009,921.707,2.9,Mass,0.007,,,G3 V,5650.0,0.91,0.98,0.02,[Fe/H],4.4,3.0,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,16.67,15.571,0
CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,4.62941,0.0586,16.365,1.46,266.9772,0.84,Mass,0.02,,,G2 IV,5700.0,2.15,1.25,0.0,[Fe/H],3.85,4.7,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76,16.722,15.479,0
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,3.22748,0.0429,18.831,1.68,349.61125,1.1,Mass,0.0,,1747.0,F6 V,6390.0,1.65,1.01,-0.5,[Fe/H],4.01,6.1,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21,16.73,15.635,0
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,5.616531,0.066,15.805,1.41,216.12332,0.68,Mass,0.0,,1567.0,F3 V,6730.0,1.52,1.32,-0.1,[Fe/H],4.16,2.1,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.958,13.753,13.126,0
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,9.20205,0.09,13.34,1.19,228.83,0.72,Mass,0.0,,1074.0,,6190.0,1.17,1.16,,,4.41,1.0,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,14.272,13.652,0
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,4.0378962,0.04947,15.558,1.388,148.42,0.467,Mass,0.09,,1438.0,F9 V,6100.0,1.19,1.0,-0.25,[M/H],4.19,6.9,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,14.61,14.043,0
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,8.886593,0.0855,13.068,1.166,940.74,2.96,Mass,0.1,,1017.0,F9 V,6090.0,1.02,1.05,-0.2,[Fe/H],4.43,,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,14.691,13.961,0
CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,0.85359163,,1.681,0.15,4.07661,0.01283,Mass,0.0,,,,5275.0,0.83,0.82,0.05,[Fe/H],4.5,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,12.784,11.728,0
CoRoT-7 c,CoRoT-7,1,1,3,Radial Velocity,2009,3.698,0.046,,,8.4,0.02643,Mass,0.0,,,,5256.0,0.86,0.9,0.06,[M/H],4.52,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,12.784,11.728,0
CoRoT-7 d,CoRoT-7,1,1,3,Radial Velocity,2022,8.966,,,,17.142,0.05393,Mass,,,,G9 V,5250.0,,0.92,,,,1.8,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,12.784,11.728,0
CoRoT-8 b,CoRoT-8,1,1,1,Transit,2010,6.21229,0.063,6.39,0.57,69.92,0.22,Mass,0.0,,,K1 V,5080.0,0.77,0.88,0.3,[M/H],4.58,3.0,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037,16.005,14.792,0
CoRoT-9 b,CoRoT-9,1,2,1,Transit,2009,95.272656,0.4021,11.949,1.066,266.9772,0.84,Mass,0.133,,420.0,,5625.0,0.96,0.96,-0.01,[Fe/H],4.54,6.0,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98,14.558,13.637,0
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,Transit,2017,6.71837,0.071,6.389,0.57,47.6745,0.15,Mass,,132.26,938.0,G0 VI,5970.0,0.79,1.08,0.0,[Fe/H],4.67,,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.683,14.403,13.626,0
DE CVn b,DE CVn,1,2,1,Eclipse Timing Variations,2018,4098.1,5.75,,,3823.2733,12.0293,Msin(i)/sin(i),0.0,,,,,,0.51,,,,,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225,14.227,12.956,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,Astrometry,2013,246.36,0.36,,,9057.77,28.5,Mass,0.345,,,L1.5,,,0.07,,,,1.0,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,,,,0
DH Tau b,DH Tau,1,1,1,Imaging,2004,,330.0,,,3496.0,11.0,Mass,,,,M0.5,,0.27,0.33,,,,0.001,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.846,15.542,13.98,0
DMPP-1 b,DMPP-1,1,1,4,Radial Velocity,2019,18.57,0.1462,,,24.27,0.07636,Msini,0.083,,877.0,F8 V,6196.0,1.26,1.21,,,4.41,2.01,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,8.538,7.98,0
DMPP-1 c,DMPP-1,1,1,4,Radial Velocity,2019,6.584,0.0733,,,9.6,0.0302,Msini,0.057,,1239.0,F8 V,6196.0,1.26,1.21,,,4.41,2.01,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,8.538,7.98,0
DMPP-1 d,DMPP-1,1,1,4,Radial Velocity,2019,2.882,0.0422,,,3.35,0.01054,Msini,0.07,,1632.0,F8 V,6196.0,1.26,1.21,,,4.41,2.01,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,8.538,7.98,0
DMPP-1 e,DMPP-1,1,1,4,Radial Velocity,2019,5.516,0.0651,,,4.13,0.01299,Msini,0.07,,1314.0,F8 V,6196.0,1.26,1.21,,,4.41,2.01,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,8.538,7.98,0
DMPP-2 b,DMPP-2,1,1,1,Radial Velocity,2019,5.2072,0.0664,,,138.89171,0.437,Msini,0.078,,1000.0,F5 V,6500.0,1.78,1.44,,,4.1,2.0,01h49m37.86s,27.407731,-34d27m32.75s,-34.4590985,137.94,8.965,8.57,0
DMPP-3 A b,DMPP-3 A,1,2,1,Radial Velocity,2019,6.6732,0.0662,,,2.58,0.00812,Msini,0.14,,854.0,K0 V,5138.0,0.91,0.87,0.18,[Fe/H],4.3,10.9,06h06m29.85s,91.624382,-72d30m45.6s,-72.5126648,45.23,,,0
DMPP-4 b,DMPP-4,1,1,1,Radial Velocity,2023,3.4982,0.04853,,,12.2,0.03839,Msini,0.063,,,F5-F8 V,6400.0,1.38,1.25,-0.007,[Fe/H],4.24,2.15,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284,6.191,5.72936,0
DP Leo b,DP Leo,1,2,1,Eclipse Timing Variations,2009,10220.0,8.19,,,1922.79,6.05,Msini,0.39,,,,,,0.69,,,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.684,,18.6837,0
DS Tuc A b,DS Tuc A,1,2,1,Transit,2019,8.138268,,5.7,0.509,,,,0.0,,850.0,G6 V,5428.0,0.96,1.01,0.0,,,0.045,23h39m39.71s,354.9154673,-69d11m45.75s,-69.196043,44.0622,8.886,8.17,0
EPIC 201170410.02,EPIC 201170410,1,1,1,Transit,2020,6.7987,0.0349,1.047,0.093,,,,0.0,,,,3648.0,0.28,0.29,-0.048,[Fe/H],5.0,,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,,19.456,17.6984,0
EPIC 201238110 b,EPIC 201238110,1,1,1,Transit,2019,28.1656,,1.87,0.167,,,,,,,,,,0.41,,,,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.259,17.881,16.014,0
EPIC 201427007 b,EPIC 201427007,1,1,1,Transit,2021,0.72091,,1.5,0.134,,,,,,,,5633.0,0.94,,-0.053,[Fe/H],4.4,,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.391,15.081,14.321,0
EPIC 201497682 b,EPIC 201497682,1,1,1,Transit,2019,2.13174,,0.692,0.062,,,,,,,,,,0.78,,,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,15.148,13.948,0
EPIC 201595106 b,EPIC 201595106,1,1,1,Transit,2021,0.877214,,1.3,0.116,,,,,,,,5820.0,0.93,,-0.01,[Fe/H],4.6,,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1,12.481,11.746,0
EPIC 201615463 c,K2-166,1,1,2,Transit,2019,3.80464,,1.22,0.109,,,,,,,,,,1.07,,,,,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.882,12.64,12.081,0
EPIC 201754305 d,K2-16,1,1,3,Transit,2019,2.71578,,1.03,0.092,,,,,,,,,,0.67,,,,,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.967,15.662,14.668,0
EPIC 201757695.02,EPIC 201757695,1,1,1,Transit,2020,2.0478,0.0296,0.908,0.081,,,,0.0,,,,4520.0,0.66,0.73,-0.003,[Fe/H],4.66,,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,,16.22,14.974,0
EPIC 201833600 c,K2-50,1,1,2,Transit,2019,3.96151,,1.0,0.089,,,,,,,,,,0.61,,,,,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,257.443,15.981,14.705,0
EPIC 201841433 b,EPIC 201841433,1,1,1,Transit,2019,4.1698,0.035,1.04,0.093,,,,,,,,5053.0,0.63,0.8,0.0,[Fe/H],4.59,,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,15.919,14.983,0
EPIC 205950854 c,K2-168,1,1,2,Transit,2019,8.050722,,1.31,0.117,,,,,,961.0,,5502.7,0.83,0.88,,,,,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.935,12.973,12.365,0
EPIC 206024342 b,EPIC 206024342,1,1,3,Transit,2019,4.50756,,1.7,0.152,,,,,,,,,,0.93,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.798,13.096,0
EPIC 206024342 c,EPIC 206024342,1,1,3,Transit,2021,0.911724,,1.4,0.125,,,,,,,,5724.0,1.1,,-0.22,[Fe/H],4.5,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.798,13.096,0
EPIC 206024342 d,EPIC 206024342,1,1,3,Transit,2021,14.647531,,2.6,0.232,,,,,,,,5724.0,1.1,,-0.22,[Fe/H],4.5,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.798,13.096,0
EPIC 206032309 b,EPIC 206032309,1,1,1,Transit,2019,2.87814,,1.01,0.09,,,,,,,,,,0.22,,,,,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.365,19.028,17.89,0
EPIC 206042996 b,EPIC 206042996,1,1,2,Transit,2019,5.2986,,1.7,0.152,,,,,,,,4114.0,0.5,,0.006,[Fe/H],4.8,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.769,18.347,16.59,0
EPIC 206042996 c,EPIC 206042996,1,1,2,Transit,2021,0.354884,,1.2,0.107,,,,,,,,4114.0,0.5,,0.006,[Fe/H],4.8,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.769,18.347,16.59,0
EPIC 206215704 b,EPIC 206215704,1,1,1,Transit,2019,2.255436,,1.0,0.089,,,,,,,,3297.0,0.25,,-0.33,[Fe/H],4.9,,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.888,19.015,17.83,0
EPIC 206317286 b,EPIC 206317286,1,1,2,Transit,2019,1.58252,,0.96,0.086,,,,,,,,,,0.71,,,,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,314.35,15.08,14.005,0
EPIC 206317286 c,EPIC 206317286,1,1,2,Transit,2022,17.515472,,2.094,0.187,,,,,,,,4752.0,0.76,0.83,0.019,[Fe/H],4.6,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,314.35,15.08,14.005,0
EPIC 211822797 b,EPIC 211822797,1,1,1,Transit,2016,21.1701963,0.1195,1.92,0.171,,,,,,431.0,,4057.0,0.58,0.62,0.2,[Fe/H],4.7,,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.197,16.708,15.133,0
EPIC 211945201 b,EPIC 211945201,1,1,1,Transit,2018,19.49221,0.1493,5.76,0.514,,,,,,817.0,,6069.0,1.39,1.17,0.1,[Fe/H],4.22,,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.69,10.938,10.154,0
EPIC 212297394 b,EPIC 212297394,1,1,2,Transit,2019,2.289363,,1.48,0.132,,,,,,1149.0,,5171.0,0.8,0.83,-0.03,[Fe/H],4.55,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,15.377,14.611,0
EPIC 212297394 c,EPIC 212297394,1,1,2,Transit,2016,5.213965,,2.27,0.203,,,,,,866.0,,5171.0,0.8,0.83,-0.03,[Fe/H],4.55,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,15.377,14.611,0
EPIC 212424622 b,EPIC 212424622,1,1,1,Transit,2019,18.0983,,2.17,0.194,,,,,,,,,,1.11,,,,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.804,13.969,13.441,0
EPIC 212499991 b,EPIC 212499991,1,1,1,Transit,2019,34.885,,1.6,0.143,,,,,,,,,,0.91,,,,,13h29m57.30s,202.488752,-12d44m05.19s,-12.7347749,283.29,14.451,13.672,0
EPIC 212587672 b,EPIC 212587672,1,1,2,Transit,2019,15.28078,,1.26,0.112,,,,,,756.0,,6004.0,0.98,0.99,-0.18,[Fe/H],4.45,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,12.69,12.488,0
EPIC 212587672 c,EPIC 212587672,1,1,2,Transit,2016,23.228555,,2.32,0.207,,,,,,658.0,,6004.0,0.98,0.99,-0.18,[Fe/H],4.45,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,12.69,12.488,0
EPIC 212624936 b,EPIC 212624936,1,1,2,Transit,2021,0.578657,,1.2,0.107,,,,,,,,5765.0,0.93,,-0.39,[Fe/H],4.4,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.929,14.758,13.976,0
EPIC 212624936 c,EPIC 212624936,1,1,2,Transit,2021,11.811437,,2.3,0.205,,,,,,,,5765.0,0.93,,-0.39,[Fe/H],4.4,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.929,14.758,13.976,0
EPIC 212737443 b,EPIC 212737443,1,1,2,Transit,2019,13.603,0.098,2.586,0.231,,,,0.2,,536.0,K3,4684.0,0.67,0.69,-0.137,[Fe/H],4.62,,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,15.036,14.81,0
EPIC 212737443 c,EPIC 212737443,1,1,2,Transit,2019,65.55,0.28,2.69,0.24,,,,0.2,,316.0,K3,4684.0,0.67,0.69,-0.137,[Fe/H],4.62,,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,15.036,14.81,0
EPIC 220492298 b,EPIC 220492298,1,1,1,Transit,2021,0.762406,,0.99,0.088,,,,,,,,5620.0,0.89,,0.28,[Fe/H],4.5,,01h07m02.76s,16.7615005,+06d35m19.67s,6.588798,624.512,14.819,13.991,0
EPIC 220554210 c,K2-282,1,1,2,Transit,2019,0.70531,,1.6,0.143,,,,,,,,5499.0,1.0,,-0.23,[Fe/H],4.5,,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.289,14.845,14.21,0
EPIC 220674823 b,EPIC 220674823,1,1,2,Transit,2016,0.571292,0.01326,1.725,0.154,8.21,0.02583,Mass,0.0,4670.0,2300.0,,5532.0,0.99,0.95,0.11,[Fe/H],,7.5,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.576,12.101,0
EPIC 220674823 c,EPIC 220674823,1,1,2,Transit,2016,13.3397,0.1083,2.836,0.253,8.9,0.028,Mass,0.13,70.0,805.0,,5532.0,0.99,0.95,0.11,[Fe/H],,7.5,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.576,12.101,0
EPIC 228836835 b,EPIC 228836835,1,1,1,Transit,2021,0.728113,,1.1,0.098,,,,,,,,3782.0,0.32,,-0.18,[Fe/H],5.0,,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,150.124,,16.77,0
EPIC 229004835 b,EPIC 229004835,1,1,1,Transit,2023,16.141132,0.1237,2.332,0.208,10.4,0.03272,Mass,0.23,69.7,804.0,,5868.0,1.0,0.97,-0.12,[Fe/H],,4.9,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,121.971,10.755,10.23,0
EPIC 246851721 b,EPIC 246851721,1,2,1,Transit,2018,6.180235,0.07229,11.781,1.051,953.49,3.0,Mass,,642.0,1401.0,F5 V,6202.0,1.59,1.32,0.141,[Fe/H],4.16,3.02,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.632,12.067,11.237,0
EPIC 248847494 b,EPIC 248847494,1,1,1,Transit,2018,3650.0,4.5,12.442,1.11,4131.79,13.0,Mass,0.0,0.19,183.0,,4898.0,2.7,0.9,-0.23,[Fe/H],3.52,,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.886,13.327,12.353,0
EPIC 249893012 b,EPIC 249893012,1,1,3,Transit,2020,3.5951,0.047,1.95,0.174,8.75,0.02753,Mass,0.06,1037.0,1616.0,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],3.99,9.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,12.333,11.429,0
EPIC 249893012 c,EPIC 249893012,1,1,3,Transit,2020,15.624,0.13,3.67,0.327,14.67,0.04616,Mass,0.07,160.0,990.0,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],3.99,9.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,12.333,11.429,0
EPIC 249893012 d,EPIC 249893012,1,1,3,Transit,2020,35.747,0.22,3.94,0.352,10.18,0.03203,Mass,0.15,53.0,752.0,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],3.99,9.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,12.333,11.429,0
FU Tau b,FU Tau,1,1,1,Imaging,2008,,800.0,,,5085.28,16.0,Mass,,,2375.0,M7.25,2838.0,,0.05,,,,0.001,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,,18.131,,0
G 264-012 b,G 264-012,1,1,2,Radial Velocity,2021,2.30538,0.02279,,,2.5,0.00787,Msini,,20.5,587.0,M4.0 V,3326.0,0.3,0.3,0.1,[Fe/H],4.85,,21h46m41.27s,326.6719598,+66d48m13.85s,66.803848,16.009,14.644,13.078,0
G 264-012 c,G 264-012,1,1,2,Radial Velocity,2021,8.0518,0.0525,,,3.75,0.0118,Msini,,3.87,387.0,M4.0 V,3326.0,0.3,0.3,0.1,[Fe/H],4.85,,21h46m41.27s,326.6719598,+66d48m13.85s,66.803848,16.009,14.644,13.078,0
G 9-40 b,G 9-40,1,1,1,Transit,2019,5.746007,0.0385,2.025,0.181,11.7,0.03681,Mass,0.0,7.2,456.0,M2.5 V,3348.0,0.31,0.29,0.04,[Fe/H],4.93,9.9,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276,15.477,13.821,0
GJ 1002 b,GJ 1002,1,1,2,Radial Velocity,2022,10.3465,0.0457,,,1.08,0.0034,Msini,,0.67,231.0,M5.5 V,3024.0,0.14,0.12,-0.25,[Fe/H],5.1,,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,,,1
GJ 1002 c,GJ 1002,1,1,2,Radial Velocity,2022,21.202,0.0738,,,1.36,0.00428,Msini,,0.26,182.0,M5.5 V,3024.0,0.14,0.12,-0.25,[Fe/H],5.1,,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,,,1
GJ 1061 b,GJ 1061,1,1,3,Radial Velocity,2020,3.204,0.021,,,1.37,0.00431,Msini,0.31,3.8,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],,7.0,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,,12.7,0
GJ 1061 c,GJ 1061,1,1,3,Radial Velocity,2020,6.689,0.035,,,1.74,0.00547,Msini,0.29,1.4,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],,7.0,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,,12.7,1
GJ 1061 d,GJ 1061,1,1,3,Radial Velocity,2020,13.031,0.054,,,1.64,0.00516,Msini,0.53,0.6,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],,7.0,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,,12.7,1
GJ 1132 b,GJ 1132,1,1,2,Transit,2015,1.628931,0.0153,1.13,0.101,1.66,0.00522,Mass,0.22,,529.0,,3270.0,0.21,0.18,,,,,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,,13.68,0
GJ 1132 c,GJ 1132,1,1,2,Radial Velocity,2018,8.929,0.0476,,,2.64,0.00831,Msini,0.27,,300.0,,3270.0,0.21,0.18,,,,,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,,13.68,0
GJ 1148 b,GJ 1148,1,1,2,Radial Velocity,2010,41.38,0.166,,,96.7,0.30425,Msini,0.38,,,,3287.0,0.36,0.34,,,4.87,,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,13.343,11.939,0
GJ 1148 c,GJ 1148,1,1,2,Radial Velocity,2017,532.58,0.912,,,68.06,0.21414,Msini,0.342,,,,3287.0,0.36,0.34,,,4.87,,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,13.343,11.939,0
GJ 1151 c,GJ 1151,1,1,1,Radial Velocity,2023,389.7,0.5714,,,10.62,0.03341,Msini,,,,M 4.5V,3280.0,0.18,0.16,-0.12,[Fe/H],5.09,,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.03625,,13.76,0
GJ 1214 b,GJ 1214,1,1,1,Transit,2009,1.58040433,0.0149,2.742,0.245,8.17,0.02571,Mass,0.063,21.0,596.0,M4 V,3250.0,0.21,0.18,0.29,[Fe/H],5.03,,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427,,15.1,0
GJ 1252 b,GJ 1252,1,1,1,Transit,2020,0.5182331,,1.193,0.106,1.32,0.00415,Mass,0.0,,,M3,3458.0,0.39,0.38,0.1,[Fe/H],,,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.373,,12.68,0
GJ 1265 b,GJ 1265,1,1,1,Radial Velocity,2018,3.6511,0.026,,,7.4,0.02328,Msini,0.04,,,M4.5 V,3236.0,0.19,0.18,-0.04,[Fe/H],5.09,,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525,,14.01,0
GJ 143 b,GJ 143,1,1,2,Transit,2019,35.61253,0.1915,2.61,0.233,22.7,0.07142,Mass,0.188,,422.0,K4.5,4640.0,0.69,0.73,0.003,[Fe/H],4.61,3.8,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,9.214,8.08,0
GJ 15 A b,GJ 15 A,1,2,2,Radial Velocity,2014,11.4407,0.072,,,3.03,0.00953,Msini,0.094,,,M1,3607.0,0.38,0.38,-0.34,[Fe/H],4.87,,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,9.616,8.09,0
GJ 15 A c,GJ 15 A,1,2,2,Radial Velocity,2018,7600.0,5.4,,,36.0,0.11327,Msini,0.27,,,M1,3607.0,0.38,0.38,-0.34,[Fe/H],4.87,,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,9.616,8.09,0
